longlat,lat,neighbourhoodgroup,neighbourhood,roomtype,price,minimumnights,numberofreviews,lastreview,reviewspermonth,calculatedhostlistingscount,availability365,numcalls,zip,ASSAULT3&RELATEDOFFENSES,BURGLARY,CRIMINALMISCHIEF&RELATEDOF,CRIMINALTRESPASS,DANGEROUSDRUGS,DANGEROUSWEAPONS,FELONYASSAULT,FORGERY,FRAUDS,GRANDLARCENY,GRANDLARCENYOFMOTORVEHICLE,HARRASSMENT2,INTOXICATED&IMPAIREDDRIVING,MISCELLANEOUSPENALLAW,OFFAGNSTPUBORDSENSBLTY,OFFENSESAGAINSTPUBLICADMINI,OFFENSESAGAINSTTHEPERSON,OFFENSESINVOLVINGFRAUD,OTHEROFFENSESRELATEDTOTHEF,PETITLARCENY,POSSESSIONOFSTOLENPROPERTY,ROBBERY,THEFTFRAUD,UNAUTHORIZEDUSEOFAVEHICLE,VEHICLEANDTRAFFICLAWS,0,0,0,0,0,0,0
40.702-73.927,40.702,Brooklyn,Bushwick,Entire home/apt,177,30,2,2019,2,1,32,80,11418,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Entire home/apt,130,30,53,2017,0.68,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,110,1,16,2019,0.32,5,345,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,60,2,63,2019,1.68,2,352,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,70,2,1,2015,0.02,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Entire home/apt,90,2,2,2017,0.07,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,43,1,0,2019,0,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,95,2,3,2018,0.09,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,40,30,0,2019,0,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,31,7,2,2017,0.06,1,89,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,54,2,3,2017,0.14,1,0,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,100,1,2,2019,0.13,2,20,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.703-73.929,40.703,Brooklyn,Bushwick,Private room,70,1,1,2019,1,1,39,21,11385,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.704-73.931,40.704,Brooklyn,Bushwick,Private room,45,1,4,2018,0.09,1,0,43,11385,2,1,4,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.704-73.931,40.704,Brooklyn,Bushwick,Private room,75,1,0,2019,0,1,0,43,11385,2,1,4,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.704-73.931,40.704,Brooklyn,Bushwick,Private room,45,2,23,2018,1.39,2,0,43,11385,2,1,4,0,1,0,0,0,0,4,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Entire home/apt,110,3,3,2015,0.05,1,0,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Entire home/apt,140,2,4,2018,0.08,1,0,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,79,2,78,2019,1.91,1,58,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,64,1,1,2016,0.02,1,0,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,80,2,5,2017,0.15,2,0,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,42,3,8,2018,0.33,1,35,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Entire home/apt,160,3,4,2019,0.35,2,46,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,125,1,2,2019,1,3,89,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.705-73.943,40.705,Brooklyn,Williamsburg,Private room,65,2,0,2019,0,1,6,68,11385,3,5,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.706-74.004,40.706,Manhattan,Financial District,Private room,75,15,3,2017,0.1,1,0,17,11385,2,0,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
40.706-74.004,40.706,Manhattan,Financial District,Private room,169,7,1,2019,0.53,13,365,17,11385,2,0,3,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Private room,77,6,17,2015,0.29,1,188,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Private room,80,2,74,2019,1.64,1,210,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Private room,70,1,1,2016,0.02,1,0,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,239,3,5,2018,0.13,1,0,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,120,29,5,2019,0.75,7,0,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,499,4,0,2019,0,1,0,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,183,30,0,2019,0,5,249,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,249,30,0,2019,0,5,222,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,259,1,9,2019,6,1,202,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.711-73.967,40.711,Brooklyn,Williamsburg,Entire home/apt,500,3,3,2019,2.25,1,347,70,11385,2,2,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Private room,65,1,9,2019,0.19,1,35,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Private room,69,23,12,2019,0.44,2,189,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Entire home/apt,90,3,7,2019,0.36,1,0,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Private room,95,5,10,2018,0.7,2,0,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Entire home/apt,163,7,2,2019,0.79,1,263,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.712-73.943,40.712,Brooklyn,Williamsburg,Entire home/apt,130,10,0,2019,0,2,34,27,11385,4,5,0,0,0,0,1,0,0,4,1,3,0,0,1,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,450,5,37,2018,0.79,1,15,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,175,2,15,2019,0.29,1,64,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,56,12,0,2019,0,2,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,170,7,20,2019,0.33,1,44,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,190,2,4,2015,0.08,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,45,30,19,2019,0.43,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,175,1,3,2016,0.07,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,185,2,122,2019,3.12,1,105,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Shared room,42,1,4,2017,0.12,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,430,6,0,2019,0,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,55,1,0,2019,0,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,50,2,10,2018,0.5,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,125,2,3,2019,0.16,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,130,3,2,2018,0.12,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,175,2,2,2018,0.11,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Entire home/apt,345,2,47,2019,3.24,2,146,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,60,1,1,2018,0.14,1,0,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.713-73.957,40.713,Brooklyn,Williamsburg,Private room,50,1,12,2019,3.13,1,13,34,11385,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Private room,89,1,25,2019,0.43,1,78,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Private room,41,4,14,2018,0.37,2,0,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,320,4,56,2019,1.13,5,141,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,190,13,1,2015,0.02,1,0,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,150,1,6,2016,0.16,1,0,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,175,2,71,2019,2.35,1,68,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Private room,55,3,0,2019,0,1,0,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,325,3,32,2019,1.25,1,33,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,255,14,9,2019,0.41,1,326,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,120,7,3,2019,0.43,1,230,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,195,2,5,2019,1.61,1,7,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,520,3,1,2019,0.16,1,24,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Private room,75,2,1,2019,0.2,1,0,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,110,2,0,2019,0,1,30,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,196,1,0,2019,0,1,95,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.714-73.957,40.714,Brooklyn,Williamsburg,Entire home/apt,250,5,0,2019,0,1,209,42,11385,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Entire home/apt,149,7,6,2019,0.12,1,241,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,75,4,23,2018,0.45,1,212,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,80,5,1,2015,0.02,1,0,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Entire home/apt,175,5,16,2019,0.35,1,0,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,80,2,152,2019,5.01,1,105,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,72,25,11,2019,0.37,5,323,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,65,1,2,2017,0.07,1,0,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Entire home/apt,105,14,12,2019,0.65,1,0,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.715-73.992,40.715,Manhattan,Chinatown,Private room,100,2,1,2018,0.08,1,0,184,11385,2,0,5,0,1,3,2,0,0,6,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
40.716-73.989,40.716,Manhattan,Lower East Side,Entire home/apt,50,1,6,2018,0.28,1,0,44,11385,4,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.716-73.989,40.716,Manhattan,Lower East Side,Entire home/apt,160,2,50,2019,4.05,1,325,44,11385,4,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.716-73.989,40.716,Manhattan,Lower East Side,Entire home/apt,200,4,16,2019,1.46,1,56,44,11385,4,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.716-73.989,40.716,Manhattan,Lower East Side,Entire home/apt,165,30,0,2019,0,1,353,44,11385,4,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.716-73.989,40.716,Manhattan,Lower East Side,Private room,99,4,15,2019,4.74,2,191,44,11385,4,1,3,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,180,2,125,2019,1.36,3,248,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,225,2,338,2019,3.9,2,225,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,248,3,57,2019,0.9,1,344,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,199,3,3,2016,0.08,1,0,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Private room,155,4,3,2016,0.09,1,0,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Private room,60,2,27,2019,1.02,2,0,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,130,3,66,2019,2.36,1,257,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,160,1,18,2019,0.7,1,2,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.717-73.955,40.717,Brooklyn,Williamsburg,Entire home/apt,180,2,3,2019,0.98,1,0,36,11385,0,0,1,0,0,0,0,0,0,5,2,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,225,10,22,2019,0.38,1,52,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,145,30,36,2019,0.42,1,342,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,55,1,1,2015,0.02,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,220,2,79,2019,1.62,1,143,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,525,6,28,2019,0.5,1,365,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,295,3,0,2019,0,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,135,4,54,2019,1.17,1,158,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,80,7,11,2019,0.25,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,95,30,11,2019,0.28,1,32,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,73,1,4,2016,0.11,2,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,75,3,3,2017,0.09,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,289,3,7,2018,0.26,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Private room,146,2,14,2018,0.62,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,345,1,75,2019,3.64,3,243,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
40.718-73.958,40.718,Brooklyn,Williamsburg,Entire home/apt,230,7,0,2019,0,1,0,64,11385,10,2,6,0,0,0,4,0,1,15,0,9,0,1,0,0,0,0,1,11,0,1,1,0,1,0,0,0,0,0,0,0
