longlat,lat,neighbourhoodgroup,neighbourhood,roomtype,price,minimumnights,numberofreviews,lastreview,reviewspermonth,calculatedhostlistingscount,availability365,numcalls,zip,ASSAULT3&RELATEDOFFENSES,BURGLARY,CRIMINALMISCHIEF&RELATEDOF,CRIMINALTRESPASS,DANGEROUSDRUGS,DANGEROUSWEAPONS,FELONYASSAULT,FORGERY,FRAUDS,GRANDLARCENY,GRANDLARCENYOFMOTORVEHICLE,HARRASSMENT2,INTOXICATED&IMPAIREDDRIVING,MISCELLANEOUSPENALLAW,OFFAGNSTPUBORDSENSBLTY,OFFENSESAGAINSTPUBLICADMINI,OFFENSESAGAINSTTHEPERSON,OFFENSESINVOLVINGFRAUD,OTHEROFFENSESRELATEDTOTHEF,PETITLARCENY,POSSESSIONOFSTOLENPROPERTY,ROBBERY,THEFTFRAUD,UNAUTHORIZEDUSEOFAVEHICLE,VEHICLEANDTRAFFICLAWS,0,0,0,0,0,0,0
40.767-73.921,40.767,Queens,Astoria,Entire home/apt,155,6,4,2017,0.11,1,173,112,10010,16,0,8,0,3,0,2,1,0,3,1,11,2,1,2,0,0,0,0,7,0,2,0,0,2,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Private room,130,2,50,2019,0.45,3,234,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Entire home/apt,150,1,0,2019,0,1,0,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Upper West Side,Entire home/apt,2695,1,0,2019,0,1,0,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Private room,100,2,2,2017,0.09,3,0,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Upper West Side,Entire home/apt,615,5,46,2019,1.78,1,282,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Upper West Side,Entire home/apt,220,5,2,2018,0.1,1,0,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Entire home/apt,250,1,34,2019,3.01,1,20,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Entire home/apt,165,2,11,2019,1.04,1,2,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Upper West Side,Private room,6500,30,0,2019,0,1,97,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Hell's Kitchen,Entire home/apt,199,3,0,2019,0,2,365,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.768-73.984,40.768,Manhattan,Upper West Side,Entire home/apt,245,1,0,2019,0,1,287,26,10010,2,1,3,0,0,0,1,0,1,17,0,4,0,2,3,0,0,0,1,15,0,0,1,1,0,0,0,0,0,0,0,0
40.769-73.911,40.769,Queens,Astoria,Private room,150,1,1,2019,1,1,165,17,10010,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,103,30,7,2019,0.23,29,326,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,103,30,3,2018,0.06,29,336,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,103,30,12,2019,0.2,29,209,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,108,30,7,2018,0.14,29,188,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,118,30,4,2019,0.08,29,341,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,500,7,0,2019,0,1,0,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,116,30,2,2016,0.05,29,333,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,142,30,2,2018,0.15,29,319,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,125,5,48,2019,2.3,1,2,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,150,60,6,2019,0.36,3,33,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,145,5,5,2019,0.3,1,0,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Entire home/apt,175,3,24,2019,1.48,1,0,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.772-73.956,40.772,Manhattan,Upper East Side,Private room,150,2,5,2019,1.4,2,345,27,10010,1,1,2,0,0,0,0,0,0,6,0,5,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,117,30,0,2019,0,29,331,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,142,30,3,2018,0.1,29,315,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,118,30,3,2018,0.11,29,204,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Private room,85,20,2,2016,0.06,3,128,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,200,3,47,2019,0.95,1,0,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,140,2,57,2019,1.18,1,0,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,250,7,8,2018,0.22,1,294,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Entire home/apt,795,2,9,2019,0.42,1,268,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.773-73.956,40.773,Manhattan,Upper East Side,Private room,75,3,11,2019,0.82,2,62,30,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.774-73.912,40.774,Queens,Ditmars Steinway,Private room,90,4,0,2019,0,1,0,14,10010,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.775-73.909,40.775,Queens,Ditmars Steinway,Private room,60,1,0,2019,0,1,0,52,10010,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.775-73.909,40.775,Queens,Ditmars Steinway,Private room,70,2,0,2019,0,1,0,52,10010,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.775-73.909,40.775,Queens,Ditmars Steinway,Entire home/apt,100,2,6,2019,0.42,1,0,52,10010,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.775-73.909,40.775,Queens,Ditmars Steinway,Private room,85,3,13,2019,3.71,2,208,52,10010,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
40.776-73.915,40.776,Queens,Ditmars Steinway,Private room,85,1,31,2019,0.51,2,84,82,10010,5,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.776-73.915,40.776,Queens,Ditmars Steinway,Entire home/apt,250,1,0,2019,0,1,0,82,10010,5,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.776-73.915,40.776,Queens,Ditmars Steinway,Private room,37,1,14,2019,0.83,5,310,82,10010,5,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,219,4,126,2019,1.16,2,290,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,350,1,0,2019,0,1,0,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,260,30,1,2019,0.3,96,336,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Private room,75,1,9,2019,0.4,2,119,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Private room,120,1,89,2019,3.92,1,149,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,200,30,0,2019,0,7,364,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Private room,299,1,4,2019,0.35,3,365,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,95,4,3,2018,0.27,2,0,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.777-73.953,40.777,Manhattan,Upper East Side,Entire home/apt,145,3,2,2019,2,1,70,11,10010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Entire home/apt,125,4,7,2015,0.11,1,0,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Entire home/apt,235,31,9,2019,0.39,33,333,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Entire home/apt,160,31,7,2019,0.29,33,330,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Private room,60,2,2,2019,0.3,1,0,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Entire home/apt,150,31,1,2019,0.27,33,338,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Private room,150,5,5,2019,0.66,4,272,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.778-73.951,40.778,Manhattan,Upper East Side,Shared room,55,1,66,2019,9.12,2,309,22,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,150,1,0,2019,0,1,0,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,146,5,21,2019,1.01,1,0,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Private room,90,1,75,2019,1.49,1,359,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,145,4,2,2016,0.05,1,0,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Private room,100,1,2,2016,0.05,1,0,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Shared room,45,30,22,2019,0.58,6,323,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Shared room,45,30,22,2018,0.58,6,289,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,265,2,10,2018,0.45,1,3,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,160,31,6,2019,0.29,33,338,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,86,27,2,2018,0.19,1,154,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,210,30,0,2019,0,65,364,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,206,30,0,2019,0,33,217,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Private room,90,7,1,2019,0.67,6,0,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.779-73.951,40.779,Manhattan,Upper East Side,Entire home/apt,151,1,30,2019,11.25,1,42,16,10010,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Private room,80,1,160,2019,1.9,1,319,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Entire home/apt,175,2,5,2016,0.08,1,0,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Entire home/apt,150,2,17,2019,0.71,1,338,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Entire home/apt,75,15,5,2018,0.2,1,1,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Private room,150,5,7,2019,0.96,4,293,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.78-73.95,40.78,Manhattan,Upper East Side,Entire home/apt,280,3,0,2019,0,1,45,45,10010,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,155,1,75,2017,1.3,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,110,1,0,2019,0,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Private room,350,1,9,2016,0.23,1,90,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,150,2,1,2016,0.03,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Shared room,42,1,50,2019,1.41,1,343,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,155,21,9,2018,0.28,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,147,4,9,2019,0.47,1,7,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,220,2,3,2018,0.23,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Private room,100,6,0,2019,0,1,0,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,248,4,3,2019,0.31,1,100,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Private room,89,1,39,2019,6.65,4,221,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Shared room,50,1,38,2019,6.48,4,238,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,289,5,15,2019,4.89,1,146,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.781-73.952,40.781,Manhattan,Upper East Side,Entire home/apt,400,14,0,2019,0,1,25,14,10010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.782-73.949,40.782,Manhattan,Upper East Side,Entire home/apt,300,30,3,2017,0.05,9,365,11,10010,2,0,4,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
40.782-73.949,40.782,Manhattan,Upper East Side,Private room,109,4,191,2019,3.75,3,243,11,10010,2,0,4,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
40.782-73.949,40.782,Manhattan,Upper East Side,Entire home/apt,105,5,24,2019,0.85,1,20,11,10010,2,0,4,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
40.782-73.949,40.782,Manhattan,Upper East Side,Entire home/apt,450,1,5,2019,2.24,1,164,11,10010,2,0,4,0,0,0,0,0,0,6,0,4,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
40.783-73.98,40.783,Manhattan,Upper West Side,Entire home/apt,250,4,2,2014,0.03,2,0,22,10010,0,2,6,1,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
40.783-73.98,40.783,Manhattan,Upper West Side,Entire home/apt,159,30,21,2018,0.48,1,141,22,10010,0,2,6,1,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
40.783-73.98,40.783,Manhattan,Upper West Side,Entire home/apt,90,5,18,2019,2.18,1,13,22,10010,0,2,6,1,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
40.783-73.98,40.783,Manhattan,Upper West Side,Private room,230,1,2,2019,0.74,10,252,22,10010,0,2,6,1,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Entire home/apt,349,3,58,2019,0.7,1,341,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Private room,131,2,220,2019,2.85,1,1,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Entire home/apt,75,1,2,2018,0.1,1,0,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Private room,119,4,7,2017,0.12,2,0,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Private room,85,2,4,2017,0.11,1,0,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Private room,94,2,65,2019,2.69,1,54,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Private room,45,30,4,2019,0.36,3,242,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.784-73.978,40.784,Manhattan,Upper West Side,Entire home/apt,299,1,5,2019,3.13,1,61,37,10010,1,0,3,0,2,0,1,0,2,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Entire home/apt,350,1,7,2019,0.14,1,365,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Entire home/apt,150,1,0,2019,0,1,0,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Entire home/apt,200,2,128,2019,3.31,1,231,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Entire home/apt,190,4,1,2018,0.08,1,118,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Private room,99,20,7,2019,0.42,2,125,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
40.785-73.973,40.785,Manhattan,Upper West Side,Entire home/apt,99,2,0,2019,0,3,93,186,10010,3,0,0,0,0,0,1,0,1,5,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
